id,title,x_pos,y_pos,width,height,shape,creator,num,comment,timestamp,modifiable,CAM
12482,Racism towards Chinese Canadians,871.0,284.0,160.0,120.0,negative weak,250,17.0,,,1,402
12437,Some business choose to close or going bankrupt,559.0,543.0,160.0,120.0,neutral,250,16.0,,11:53:06,1,402
12434,People will lose jobs,709.0,425.0,160.0,120.0,negative weak,250,15.0,,11:52:38,1,402
12430,Economy on the decline,572.0,297.0,160.0,120.0,negative weak,250,14.0,,11:51:05,1,402
12381,More Zoom/virtual conversations with extended family,395.0,444.0,160.0,120.0,positive strong,250,12.0,,,1,402
12368,Fear of normal life changing for undetermined amount of time,146.0,498.0,160.0,120.0,negative weak,250,11.0,,,1,402
12357,I can't go shopping normally,20.0,386.0,160.0,120.0,negative weak,250,10.0,,11:46:08,1,402
12339,"I can't swim, box, other hobbies",158.0,341.0,160.0,120.0,negative weak,250,9.0,,11:45:39,1,402
12329,I have to work from home,123.0,206.0,160.0,120.0,negative weak,250,8.0,,,1,402
12283,America's response to pandemic,89.0,28.0,160.0,120.0,negative strong,250,7.0,,11:43:01,1,402
12273,Canada's response to pandemic,291.0,20.0,160.0,120.0,positive weak,250,5.0,,,1,402
12189,Backlog created in health system,829.0,20.0,160.0,120.0,negative weak,250,4.0,tests and surgeries delayed leading to unintended illness progression/harm,11:38:47,1,402
12173,Fear of harm to others/Canadian society,712.0,151.0,160.0,120.0,negative,250,3.0,,11:37:00,1,402
12170,Fear of illness/death for myself/family,620.0,20.0,158.0,118.0,negative strong,250,2.0,,,1,402
12157,COVID-19 Pandemic,423.0,155.988,160.0,120.0,negative strong,250,1.0,,11:32:36,1,402
