id,starting_block,ending_block,line_style,creator,num,arrow_type,timestamp,CAM
28825,28498,28838,Solid-Weak,1007,0,none,16:50:14,1847
28802,28498,28814,Solid,1007,0,none,16:48:55,1847
28789,28759,28562,Solid-Weak,1007,0,uni,16:47:41,1847
28788,28353,28798,Solid,1007,0,none,16:47:11,1847
28776,28515,28333,Dashed-Strong,1007,0,uni,16:45:53,1847
28771,28284,28527,Solid-Weak,1007,0,none,16:45:24,1847
28766,28219,28515,Solid-Weak,1007,0,none,16:44:42,1847
28765,28219,28515,Solid-Weak,1007,0,none,16:44:40,1847
28764,28219,28515,Solid-Weak,1007,0,none,16:44:35,1847
28752,28498,28759,Dashed-Weak,1007,0,none,16:43:44,1847
28734,28219,28498,Solid-Weak,1007,0,none,16:42:21,1847
28721,28505,28524,Solid,1007,0,none,16:41:34,1847
28710,28353,28494,Solid,1007,0,uni,16:41:01,1847
28704,28353,28489,Dashed-Weak,1007,0,uni,16:40:50,1847
28687,28353,28341,Dashed-Weak,1007,0,uni,16:40:09,1847
28685,28353,28686,Solid-Weak,1007,0,none,16:39:55,1847
28682,28353,28686,Solid,1007,0,none,16:39:48,1847
28654,28219,28353,Solid-Weak,1007,0,none,16:37:55,1847
28605,28284,28545,Solid-Weak,1007,0,none,16:34:20,1847
28600,28219,28284,Solid,1007,0,none,16:34:13,1847
28592,28284,28299,Solid-Weak,1007,0,none,16:33:53,1847
28540,28505,28573,Solid-Strong,1007,0,none,16:30:49,1847
28521,28219,28505,Solid-Strong,1007,0,none,16:29:31,1847
